transaction_id,customer_id,transaction_date,order_value_gbp,discount_used,returned,channel
TXN-450-2,CUST-100450,2025-01-14,54.85,0,0,Organic Search
TXN-450-3,CUST-100450,2025-02-11,41.93,0,0,Organic Search
TXN-451-1,CUST-100451,2024-10-22,59.91,1,1,Direct
TXN-451-2,CUST-100451,2024-10-13,60.3,1,0,Direct
TXN-451-3,CUST-100451,2024-06-08,23.04,0,0,Direct
TXN-451-4,CUST-100451,2024-07-23,27.18,1,0,Direct
TXN-451-5,CUST-100451,2024-09-21,56.21,1,0,Direct
TXN-451-6,CUST-100451,2024-06-04,46.38,1,1,Direct
TXN-451-7,CUST-100451,2024-05-03,59.09,0,0,Direct
TXN-451-8,CUST-100451,2024-05-11,49.44,1,0,Direct
TXN-451-9,CUST-100451,2024-10-22,72.55,0,0,Direct
TXN-452-1,CUST-100452,2025-02-09,128.11,1,1,Organic Search
TXN-452-2,CUST-100452,2024-12-08,72.98,0,0,Organic Search
TXN-452-3,CUST-100452,2025-03-05,120.24,0,0,Organic Search
TXN-452-4,CUST-100452,2025-03-28,115.84,0,0,Organic Search
TXN-452-5,CUST-100452,2025-07-12,108.48,0,0,Organic Search
TXN-452-6,CUST-100452,2025-06-03,122.82,0,0,Organic Search
TXN-452-7,CUST-100452,2025-07-24,131.42,0,0,Organic Search
TXN-452-8,CUST-100452,2025-09-21,121.88,0,0,Organic Search
TXN-452-9,CUST-100452,2025-12-23,109.44,0,0,Organic Search
TXN-452-10,CUST-100452,2025-05-05,79.25,0,0,Organic Search
TXN-452-11,CUST-100452,2024-10-25,100.48,0,0,Organic Search
TXN-452-12,CUST-100452,2026-05-28,116.36,0,0,Organic Search
TXN-452-13,CUST-100452,2024-10-03,100.28,0,0,Organic Search
TXN-452-14,CUST-100452,2025-04-07,107.23,1,0,Organic Search
TXN-452-15,CUST-100452,2026-05-26,85.6,0,0,Organic Search
TXN-452-16,CUST-100452,2026-02-19,135.94,1,0,Organic Search
TXN-452-17,CUST-100452,2025-05-10,106.06,0,0,Organic Search
TXN-453-1,CUST-100453,2024-12-21,78.25,1,0,Paid Search
TXN-453-2,CUST-100453,2025-01-13,55.61,1,0,Paid Search
TXN-453-3,CUST-100453,2025-02-01,60.91,1,1,Paid Search
TXN-453-4,CUST-100453,2025-01-04,57.95,1,1,Paid Search
TXN-453-5,CUST-100453,2024-12-30,33.53,1,1,Paid Search
TXN-454-1,CUST-100454,2024-10-16,79.82,0,0,Direct
TXN-454-2,CUST-100454,2024-10-31,39.22,0,1,Direct
TXN-454-3,CUST-100454,2024-10-17,37.59,0,0,Direct
TXN-454-4,CUST-100454,2024-12-19,54.85,0,0,Direct
TXN-454-5,CUST-100454,2024-08-19,61.49,1,1,Direct
TXN-454-6,CUST-100454,2024-11-26,45.18,1,0,Direct
TXN-454-7,CUST-100454,2024-09-20,47.69,0,0,Direct
TXN-454-8,CUST-100454,2025-01-02,45.36,0,0,Direct
TXN-455-1,CUST-100455,2024-09-16,41.2,0,0,Paid Search
TXN-455-2,CUST-100455,2025-02-28,62.02,1,0,Paid Search
TXN-455-3,CUST-100455,2024-11-16,69.86,1,0,Paid Search
TXN-455-4,CUST-100455,2024-12-03,47.39,1,0,Paid Search
TXN-455-5,CUST-100455,2024-10-06,38.61,0,0,Paid Search
TXN-455-6,CUST-100455,2025-01-17,58.9,1,0,Paid Search
TXN-455-7,CUST-100455,2024-12-26,52.3,0,0,Paid Search
TXN-455-8,CUST-100455,2024-12-09,55.61,1,1,Paid Search
TXN-455-9,CUST-100455,2024-12-29,68.32,0,1,Paid Search
TXN-455-10,CUST-100455,2025-03-07,50.77,1,1,Paid Search
TXN-455-11,CUST-100455,2024-12-04,67.93,1,0,Paid Search
TXN-455-12,CUST-100455,2024-12-19,37.78,0,0,Paid Search
TXN-455-13,CUST-100455,2024-12-15,47.02,0,0,Paid Search
TXN-455-14,CUST-100455,2025-01-04,55.5,1,0,Paid Search
TXN-456-1,CUST-100456,2024-12-15,59.53,1,0,Organic Search
TXN-456-2,CUST-100456,2024-12-11,61.74,1,0,Organic Search
TXN-456-3,CUST-100456,2024-12-07,60.68,0,0,Organic Search
TXN-456-4,CUST-100456,2024-12-16,58.3,0,0,Organic Search
TXN-456-5,CUST-100456,2025-01-12,55.88,0,1,Organic Search
TXN-457-1,CUST-100457,2025-02-04,80.8,1,0,Organic Search
TXN-457-2,CUST-100457,2025-06-16,32.46,0,1,Organic Search
TXN-457-3,CUST-100457,2025-01-14,45.18,0,1,Organic Search
TXN-457-4,CUST-100457,2025-04-28,66.78,1,1,Organic Search
TXN-457-5,CUST-100457,2024-10-06,77.69,0,1,Organic Search
TXN-457-6,CUST-100457,2025-04-17,47.12,0,1,Organic Search
TXN-457-7,CUST-100457,2025-05-26,40.37,1,0,Organic Search
TXN-457-8,CUST-100457,2025-03-28,60.42,1,0,Organic Search
TXN-457-9,CUST-100457,2024-08-25,34.13,0,1,Organic Search
TXN-458-1,CUST-100458,2024-07-05,31.99,0,0,Email
TXN-459-1,CUST-100459,2025-06-03,27.06,1,0,Organic Search
TXN-459-2,CUST-100459,2025-02-03,39.95,1,0,Organic Search
TXN-459-3,CUST-100459,2025-06-22,35.3,1,0,Organic Search
TXN-459-4,CUST-100459,2025-09-30,27.85,1,0,Organic Search
TXN-459-5,CUST-100459,2025-05-13,52.44,0,0,Organic Search
TXN-459-6,CUST-100459,2025-01-29,58.7,0,0,Organic Search
TXN-459-7,CUST-100459,2025-06-28,53.06,1,0,Organic Search
TXN-459-8,CUST-100459,2025-06-24,45.42,1,0,Organic Search
TXN-459-9,CUST-100459,2025-05-23,41.62,1,0,Organic Search
TXN-459-10,CUST-100459,2025-01-28,36.05,1,0,Organic Search
TXN-460-1,CUST-100460,2024-09-11,65.95,1,0,Paid Social
TXN-460-2,CUST-100460,2024-09-05,38.12,0,0,Paid Social
TXN-460-3,CUST-100460,2024-09-03,44.66,0,0,Paid Social
TXN-460-4,CUST-100460,2024-09-15,54.82,0,0,Paid Social
TXN-460-5,CUST-100460,2024-09-20,49.02,0,0,Paid Social
TXN-460-6,CUST-100460,2024-09-06,43.05,0,0,Paid Social
TXN-461-1,CUST-100461,2025-08-23,37.45,0,0,Paid Social
TXN-462-1,CUST-100462,2024-05-25,75.42,1,0,Paid Social
TXN-462-2,CUST-100462,2024-11-23,52.83,1,0,Paid Social
TXN-462-3,CUST-100462,2024-09-24,68.08,1,0,Paid Social
TXN-462-4,CUST-100462,2024-07-20,69.68,0,0,Paid Social
TXN-462-5,CUST-100462,2025-02-01,38.16,1,1,Paid Social
TXN-462-6,CUST-100462,2024-10-25,77.55,1,0,Paid Social
TXN-463-1,CUST-100463,2024-10-04,71.53,1,1,Paid Social
TXN-463-2,CUST-100463,2024-12-31,78.36,0,1,Paid Social
TXN-463-3,CUST-100463,2024-11-28,57.56,1,0,Paid Social
TXN-463-4,CUST-100463,2025-03-06,60.41,1,0,Paid Social
TXN-463-5,CUST-100463,2024-12-18,47.13,0,0,Paid Social
TXN-463-6,CUST-100463,2025-05-05,56.3,0,0,Paid Social
TXN-463-7,CUST-100463,2024-06-24,72.42,1,0,Paid Social
TXN-463-8,CUST-100463,2024-09-13,40.6,1,0,Paid Social
TXN-464-1,CUST-100464,2024-10-12,67.44,1,0,Paid Search
TXN-464-2,CUST-100464,2024-09-28,78.22,1,0,Paid Search
TXN-465-1,CUST-100465,2024-09-30,42.45,0,0,Email
TXN-466-1,CUST-100466,2024-07-19,22.14,1,1,Affiliate
TXN-466-2,CUST-100466,2024-07-04,19.22,0,0,Affiliate
TXN-466-3,CUST-100466,2024-08-08,14.91,1,1,Affiliate
TXN-467-1,CUST-100467,2024-06-15,94.27,1,0,Email
TXN-467-2,CUST-100467,2024-03-31,68.24,0,0,Email
TXN-467-3,CUST-100467,2024-08-27,77.79,1,0,Email
TXN-467-4,CUST-100467,2024-03-02,71.16,1,0,Email
TXN-467-5,CUST-100467,2024-05-19,77.36,0,0,Email
TXN-467-6,CUST-100467,2024-05-22,74.16,0,0,Email
TXN-467-7,CUST-100467,2024-10-02,54.48,1,0,Email
TXN-467-8,CUST-100467,2024-04-05,52.85,1,0,Email
TXN-468-1,CUST-100468,2024-05-08,96.56,0,0,Paid Search
TXN-468-2,CUST-100468,2024-06-23,74.86,0,0,Paid Search
TXN-468-3,CUST-100468,2024-04-12,80.07,0,0,Paid Search
TXN-468-4,CUST-100468,2024-05-15,93.42,1,0,Paid Search
TXN-468-5,CUST-100468,2024-06-30,107.99,0,0,Paid Search
TXN-468-6,CUST-100468,2024-04-29,50.54,0,0,Paid Search
TXN-468-7,CUST-100468,2024-05-05,56.46,1,0,Paid Search
TXN-468-8,CUST-100468,2024-04-14,67.45,0,0,Paid Search
TXN-468-9,CUST-100468,2024-08-05,98.43,0,0,Paid Search
TXN-468-10,CUST-100468,2024-05-01,84.82,1,0,Paid Search
TXN-469-1,CUST-100469,2024-10-21,60.1,0,0,Paid Search
TXN-469-2,CUST-100469,2024-10-15,47.36,1,0,Paid Search
TXN-469-3,CUST-100469,2024-10-08,36.66,0,1,Paid Search
TXN-470-1,CUST-100470,2024-04-12,37.82,0,0,Organic Search
TXN-470-2,CUST-100470,2024-05-10,32.53,0,0,Organic Search
TXN-470-3,CUST-100470,2024-05-20,41.79,1,0,Organic Search
TXN-471-1,CUST-100471,2024-12-30,46.61,0,1,Organic Search
TXN-471-2,CUST-100471,2024-08-24,63.69,0,1,Organic Search
TXN-471-3,CUST-100471,2024-12-23,63.27,0,1,Organic Search
TXN-471-4,CUST-100471,2025-02-03,32.57,0,0,Organic Search
TXN-471-5,CUST-100471,2024-12-30,60.0,0,0,Organic Search
TXN-471-6,CUST-100471,2024-10-10,66.86,0,0,Organic Search
TXN-471-7,CUST-100471,2024-12-02,52.27,0,0,Organic Search
TXN-472-1,CUST-100472,2025-07-22,99.4,0,0,Paid Search
TXN-472-2,CUST-100472,2024-11-12,82.38,0,0,Paid Search
TXN-472-3,CUST-100472,2024-11-19,92.42,0,0,Paid Search
TXN-472-4,CUST-100472,2025-01-24,87.3,0,1,Paid Search
TXN-473-1,CUST-100473,2025-05-20,80.61,0,0,Organic Search
TXN-473-2,CUST-100473,2025-06-15,77.63,1,0,Organic Search
TXN-473-3,CUST-100473,2025-04-16,65.58,0,0,Organic Search
TXN-473-4,CUST-100473,2025-08-21,64.91,0,0,Organic Search
TXN-473-5,CUST-100473,2025-10-02,87.64,0,0,Organic Search
TXN-473-6,CUST-100473,2024-12-31,50.77,0,0,Organic Search
TXN-474-1,CUST-100474,2025-10-15,51.91,0,0,Paid Search
TXN-474-2,CUST-100474,2025-04-07,45.98,0,0,Paid Search
TXN-474-3,CUST-100474,2025-02-27,31.82,1,0,Paid Search
TXN-474-4,CUST-100474,2025-09-20,39.66,1,1,Paid Search
TXN-474-5,CUST-100474,2025-09-19,48.27,0,0,Paid Search
TXN-475-1,CUST-100475,2025-03-02,84.43,0,0,Display
TXN-475-2,CUST-100475,2025-10-04,51.29,1,0,Display
TXN-476-1,CUST-100476,2024-04-29,43.37,1,0,Paid Search
TXN-476-2,CUST-100476,2024-09-08,73.17,1,0,Paid Search
TXN-476-3,CUST-100476,2024-05-09,43.25,1,0,Paid Search
TXN-476-4,CUST-100476,2024-04-19,46.36,0,1,Paid Search
TXN-476-5,CUST-100476,2024-07-27,47.2,1,0,Paid Search
TXN-476-6,CUST-100476,2024-08-19,62.72,1,0,Paid Search
TXN-477-1,CUST-100477,2024-04-16,82.58,0,0,Email
TXN-477-2,CUST-100477,2024-02-19,44.97,0,0,Email
TXN-477-3,CUST-100477,2024-02-06,78.38,0,1,Email
TXN-477-4,CUST-100477,2024-05-07,52.24,0,0,Email
TXN-478-1,CUST-100478,2025-04-02,62.96,0,0,Paid Search
TXN-478-2,CUST-100478,2025-04-18,60.67,1,0,Paid Search
TXN-478-3,CUST-100478,2025-02-14,67.67,0,0,Paid Search
TXN-478-4,CUST-100478,2024-12-13,70.93,0,0,Paid Search
TXN-478-5,CUST-100478,2024-11-11,77.89,0,0,Paid Search
TXN-479-1,CUST-100479,2024-09-23,35.3,1,0,Email
TXN-479-2,CUST-100479,2024-06-21,39.05,0,0,Email
TXN-479-3,CUST-100479,2024-10-15,50.07,1,1,Email
TXN-479-4,CUST-100479,2025-02-03,10.79,0,0,Email
TXN-479-5,CUST-100479,2024-07-27,23.46,0,0,Email
TXN-479-6,CUST-100479,2024-03-19,44.89,0,0,Email
TXN-479-7,CUST-100479,2024-12-20,32.84,0,0,Email
TXN-480-1,CUST-100480,2024-10-03,80.3,1,0,Paid Search
TXN-480-2,CUST-100480,2025-06-24,68.64,0,0,Paid Search
TXN-480-3,CUST-100480,2025-06-15,49.4,1,0,Paid Search
TXN-480-4,CUST-100480,2025-05-30,62.68,0,1,Paid Search
TXN-481-1,CUST-100481,2026-03-22,53.89,0,0,Paid Social
TXN-481-2,CUST-100481,2024-09-29,87.59,0,0,Paid Social
TXN-481-3,CUST-100481,2026-05-22,78.04,0,0,Paid Social
TXN-481-4,CUST-100481,2024-11-28,73.15,0,0,Paid Social
TXN-481-5,CUST-100481,2024-11-17,91.28,0,0,Paid Social
TXN-481-6,CUST-100481,2025-04-22,70.39,0,0,Paid Social
TXN-481-7,CUST-100481,2025-02-20,73.53,0,0,Paid Social
TXN-481-8,CUST-100481,2026-01-04,72.29,0,1,Paid Social
TXN-481-9,CUST-100481,2026-02-19,94.08,0,0,Paid Social
TXN-481-10,CUST-100481,2025-08-17,49.64,0,0,Paid Social
TXN-482-1,CUST-100482,2025-01-24,71.74,0,0,Paid Search
TXN-482-2,CUST-100482,2025-02-26,55.83,0,0,Paid Search
TXN-482-3,CUST-100482,2025-05-02,66.48,0,0,Paid Search
TXN-482-4,CUST-100482,2024-12-24,72.39,0,0,Paid Search
TXN-482-5,CUST-100482,2024-11-23,52.18,0,0,Paid Search
TXN-482-6,CUST-100482,2024-11-30,74.52,0,0,Paid Search
TXN-482-7,CUST-100482,2025-06-09,64.64,1,0,Paid Search
TXN-482-8,CUST-100482,2025-06-01,57.17,0,0,Paid Search
TXN-482-9,CUST-100482,2024-12-24,66.59,0,0,Paid Search
TXN-482-10,CUST-100482,2025-05-01,55.57,0,0,Paid Search
TXN-483-1,CUST-100483,2024-04-18,29.78,0,1,Paid Search
TXN-483-2,CUST-100483,2025-05-18,31.07,0,0,Paid Search
TXN-483-3,CUST-100483,2024-09-24,31.02,0,1,Paid Search
TXN-483-4,CUST-100483,2025-01-24,35.61,1,1,Paid Search
TXN-483-5,CUST-100483,2024-12-08,35.55,1,0,Paid Search
TXN-483-6,CUST-100483,2024-09-19,19.98,1,1,Paid Search
TXN-483-7,CUST-100483,2025-05-03,49.85,1,1,Paid Search
TXN-483-8,CUST-100483,2025-02-07,44.47,1,0,Paid Search
TXN-484-1,CUST-100484,2026-03-28,47.9,0,1,Paid Search
TXN-484-2,CUST-100484,2024-10-19,59.28,0,0,Paid Search
TXN-485-1,CUST-100485,2024-07-20,128.63,1,0,Paid Search
TXN-485-2,CUST-100485,2024-03-30,137.84,1,0,Paid Search
TXN-485-3,CUST-100485,2024-06-01,54.62,1,1,Paid Search
TXN-485-4,CUST-100485,2024-05-06,98.0,1,0,Paid Search
TXN-485-5,CUST-100485,2024-03-21,121.09,1,0,Paid Search
TXN-486-1,CUST-100486,2024-07-25,41.2,1,1,Paid Search
TXN-486-2,CUST-100486,2024-11-04,42.7,1,0,Paid Search
TXN-486-3,CUST-100486,2024-08-24,64.03,1,1,Paid Search
TXN-487-1,CUST-100487,2025-08-09,57.36,0,0,Paid Search
TXN-487-2,CUST-100487,2025-04-01,42.49,0,0,Paid Search
TXN-487-3,CUST-100487,2024-11-20,49.77,0,1,Paid Search
TXN-488-1,CUST-100488,2025-01-03,57.07,1,0,Direct
TXN-488-2,CUST-100488,2024-09-17,61.74,0,0,Direct
TXN-488-3,CUST-100488,2025-01-22,66.68,1,0,Direct
TXN-488-4,CUST-100488,2025-01-12,65.36,0,0,Direct
TXN-488-5,CUST-100488,2024-10-23,54.88,0,0,Direct
TXN-488-6,CUST-100488,2024-11-09,74.03,1,0,Direct
TXN-488-7,CUST-100488,2024-12-27,80.85,1,1,Direct
TXN-488-8,CUST-100488,2024-12-07,63.72,1,0,Direct
TXN-488-9,CUST-100488,2024-12-22,87.9,0,0,Direct
TXN-488-10,CUST-100488,2024-10-30,71.06,1,1,Direct
TXN-488-11,CUST-100488,2025-01-11,47.46,0,0,Direct
TXN-489-1,CUST-100489,2025-04-24,31.01,0,0,Organic Search
TXN-489-2,CUST-100489,2025-05-23,33.41,1,1,Organic Search
TXN-489-3,CUST-100489,2025-05-12,31.7,0,0,Organic Search
TXN-490-1,CUST-100490,2024-09-26,80.44,1,0,Paid Search
TXN-490-2,CUST-100490,2025-04-21,72.39,1,0,Paid Search
TXN-490-3,CUST-100490,2024-11-21,43.37,0,0,Paid Search
TXN-490-4,CUST-100490,2024-09-21,83.94,1,0,Paid Search
TXN-490-5,CUST-100490,2025-07-02,62.94,1,0,Paid Search
TXN-490-6,CUST-100490,2024-12-19,79.9,1,0,Paid Search
TXN-491-1,CUST-100491,2024-08-06,33.79,0,0,Paid Social
TXN-491-2,CUST-100491,2025-02-09,61.38,1,0,Paid Social
TXN-491-3,CUST-100491,2024-07-22,51.74,1,0,Paid Social
TXN-491-4,CUST-100491,2024-08-24,45.88,1,0,Paid Social
TXN-491-5,CUST-100491,2024-10-15,43.21,1,0,Paid Social
TXN-491-6,CUST-100491,2024-10-12,38.77,1,0,Paid Social
TXN-491-7,CUST-100491,2024-08-14,38.4,0,0,Paid Social
TXN-491-8,CUST-100491,2025-02-17,66.27,1,0,Paid Social
TXN-491-9,CUST-100491,2024-10-31,32.64,1,0,Paid Social
TXN-492-1,CUST-100492,2024-10-16,39.56,0,0,Organic Search
TXN-493-1,CUST-100493,2025-07-23,104.14,0,0,Paid Search
TXN-493-2,CUST-100493,2025-05-30,127.63,1,0,Paid Search
TXN-493-3,CUST-100493,2025-06-30,110.6,0,0,Paid Search
TXN-493-4,CUST-100493,2025-02-08,42.97,1,0,Paid Search
TXN-493-5,CUST-100493,2025-02-06,69.67,1,1,Paid Search
TXN-493-6,CUST-100493,2025-02-18,89.07,1,0,Paid Search
TXN-493-7,CUST-100493,2025-01-19,114.64,0,0,Paid Search
TXN-493-8,CUST-100493,2025-06-20,82.81,1,0,Paid Search
TXN-493-9,CUST-100493,2025-03-24,89.57,1,0,Paid Search
TXN-493-10,CUST-100493,2025-06-19,126.77,0,0,Paid Search
TXN-493-11,CUST-100493,2024-11-29,95.16,1,0,Paid Search
TXN-493-12,CUST-100493,2025-01-02,115.63,0,0,Paid Search
TXN-493-13,CUST-100493,2025-06-01,112.02,0,1,Paid Search
TXN-493-14,CUST-100493,2025-02-03,80.98,1,0,Paid Search
TXN-493-15,CUST-100493,2025-01-12,68.78,0,0,Paid Search
TXN-493-16,CUST-100493,2025-06-16,108.13,0,0,Paid Search
TXN-493-17,CUST-100493,2024-12-22,85.26,0,0,Paid Search
TXN-493-18,CUST-100493,2025-05-22,124.94,0,0,Paid Search
TXN-493-19,CUST-100493,2025-07-05,74.29,1,1,Paid Search
TXN-493-20,CUST-100493,2025-07-12,101.12,0,1,Paid Search
TXN-494-1,CUST-100494,2025-07-11,59.39,1,0,Paid Search
TXN-494-2,CUST-100494,2025-07-03,34.78,1,0,Paid Search
TXN-494-3,CUST-100494,2024-11-12,141.67,1,0,Paid Search
TXN-494-4,CUST-100494,2024-08-30,150.31,0,0,Paid Search
TXN-494-5,CUST-100494,2025-04-17,73.53,0,0,Paid Search
TXN-494-6,CUST-100494,2025-01-07,86.86,1,0,Paid Search
TXN-494-7,CUST-100494,2024-09-19,131.63,0,0,Paid Search
TXN-494-8,CUST-100494,2024-11-01,101.5,1,0,Paid Search
TXN-494-9,CUST-100494,2025-07-06,100.07,0,0,Paid Search
TXN-494-10,CUST-100494,2025-07-15,76.87,1,0,Paid Search
TXN-494-11,CUST-100494,2024-11-25,144.83,1,0,Paid Search
TXN-494-12,CUST-100494,2025-02-11,18.98,0,0,Paid Search
TXN-494-13,CUST-100494,2025-05-12,112.53,1,1,Paid Search
TXN-494-14,CUST-100494,2025-07-06,67.73,1,0,Paid Search
TXN-494-15,CUST-100494,2024-10-22,110.46,1,0,Paid Search
TXN-494-16,CUST-100494,2025-06-07,151.02,0,0,Paid Search
TXN-494-17,CUST-100494,2025-05-30,60.74,0,0,Paid Search
TXN-494-18,CUST-100494,2025-06-21,101.25,0,0,Paid Search
TXN-494-19,CUST-100494,2024-09-13,114.92,0,0,Paid Search
TXN-495-1,CUST-100495,2025-10-23,50.92,1,0,Direct
TXN-495-2,CUST-100495,2025-02-01,80.78,0,0,Direct
TXN-495-3,CUST-100495,2025-07-07,80.27,0,0,Direct
TXN-495-4,CUST-100495,2025-01-03,59.92,0,0,Direct
TXN-495-5,CUST-100495,2024-12-31,59.14,1,0,Direct
TXN-495-6,CUST-100495,2025-11-12,52.62,0,0,Direct
TXN-495-7,CUST-100495,2025-10-28,75.05,0,0,Direct
TXN-495-8,CUST-100495,2025-10-12,59.04,0,0,Direct
TXN-495-9,CUST-100495,2026-01-06,54.99,0,0,Direct
TXN-495-10,CUST-100495,2025-03-05,104.14,0,0,Direct
TXN-495-11,CUST-100495,2025-06-15,72.42,0,0,Direct
TXN-495-12,CUST-100495,2025-04-11,62.4,0,0,Direct
TXN-495-13,CUST-100495,2025-04-25,54.19,0,0,Direct
TXN-495-14,CUST-100495,2025-07-17,109.56,0,0,Direct
TXN-496-1,CUST-100496,2024-04-03,27.55,0,0,Email
TXN-497-1,CUST-100497,2025-03-17,73.71,1,0,Paid Search
TXN-497-2,CUST-100497,2025-01-23,67.0,1,0,Paid Search
TXN-497-3,CUST-100497,2025-02-04,71.69,0,0,Paid Search
TXN-497-4,CUST-100497,2025-03-23,27.8,1,0,Paid Search
TXN-497-5,CUST-100497,2025-01-27,47.55,0,1,Paid Search
TXN-497-6,CUST-100497,2025-01-08,57.27,0,0,Paid Search
TXN-497-7,CUST-100497,2025-02-03,47.15,1,0,Paid Search
TXN-497-8,CUST-100497,2025-05-22,45.45,1,0,Paid Search
TXN-497-9,CUST-100497,2024-12-17,46.31,1,0,Paid Search
TXN-498-1,CUST-100498,2024-10-07,96.07,0,0,Display
TXN-498-2,CUST-100498,2025-01-14,69.3,0,0,Display
TXN-498-3,CUST-100498,2024-08-14,78.89,0,0,Display
TXN-498-4,CUST-100498,2024-06-16,73.94,0,0,Display
TXN-498-5,CUST-100498,2024-10-01,89.11,0,0,Display
TXN-498-6,CUST-100498,2024-10-13,64.35,0,0,Display
TXN-498-7,CUST-100498,2024-11-11,61.19,0,0,Display
TXN-498-8,CUST-100498,2024-09-13,69.18,0,0,Display
TXN-498-9,CUST-100498,2024-07-20,63.64,0,0,Display
TXN-498-10,CUST-100498,2024-11-14,79.67,0,0,Display
TXN-498-11,CUST-100498,2024-12-24,55.92,0,0,Display
TXN-499-1,CUST-100499,2025-01-30,67.75,0,0,Paid Search
TXN-499-2,CUST-100499,2024-12-18,54.98,0,1,Paid Search
TXN-499-3,CUST-100499,2025-03-10,107.7,0,0,Paid Search
TXN-499-4,CUST-100499,2025-02-22,58.49,0,1,Paid Search
TXN-499-5,CUST-100499,2025-03-10,60.83,0,0,Paid Search
TXN-499-6,CUST-100499,2024-11-04,72.22,0,1,Paid Search
TXN-499-7,CUST-100499,2025-04-02,89.48,0,0,Paid Search
TXN-499-8,CUST-100499,2025-01-06,123.77,1,1,Paid Search
TXN-499-9,CUST-100499,2024-11-15,43.92,0,1,Paid Search
TXN-499-10,CUST-100499,2025-04-14,87.75,0,0,Paid Search
TXN-499-11,CUST-100499,2025-02-18,86.38,0,0,Paid Search
TXN-500-1,CUST-100500,2024-08-05,59.15,1,0,Organic Search
TXN-500-2,CUST-100500,2024-07-14,75.5,0,0,Organic Search
TXN-500-3,CUST-100500,2024-09-22,69.09,1,1,Organic Search
TXN-501-1,CUST-100501,2024-05-14,51.65,0,0,Paid Search
TXN-501-2,CUST-100501,2025-01-11,57.37,0,0,Paid Search
TXN-501-3,CUST-100501,2024-09-11,31.73,0,1,Paid Search
TXN-501-4,CUST-100501,2024-08-07,45.73,0,0,Paid Search
TXN-501-5,CUST-100501,2025-03-15,33.58,1,0,Paid Search
TXN-501-6,CUST-100501,2024-05-31,57.7,0,0,Paid Search
TXN-501-7,CUST-100501,2024-12-06,45.09,0,0,Paid Search
TXN-501-8,CUST-100501,2024-02-24,52.74,1,1,Paid Search
TXN-502-1,CUST-100502,2025-03-05,24.78,1,0,Affiliate
TXN-502-2,CUST-100502,2025-02-10,51.03,0,0,Affiliate
TXN-502-3,CUST-100502,2025-04-02,104.41,1,0,Affiliate
TXN-502-4,CUST-100502,2025-03-24,69.48,0,0,Affiliate
TXN-502-5,CUST-100502,2024-10-04,103.71,0,0,Affiliate
TXN-502-6,CUST-100502,2025-01-06,46.75,0,0,Affiliate
TXN-502-7,CUST-100502,2024-08-09,66.93,0,0,Affiliate
TXN-502-8,CUST-100502,2024-12-31,67.29,1,0,Affiliate
TXN-502-9,CUST-100502,2024-11-05,68.97,0,0,Affiliate
TXN-502-10,CUST-100502,2025-02-24,62.85,0,0,Affiliate
TXN-502-11,CUST-100502,2024-10-20,98.09,1,1,Affiliate
TXN-502-12,CUST-100502,2024-08-20,93.72,1,0,Affiliate
TXN-503-1,CUST-100503,2025-02-09,81.43,0,1,Paid Social
TXN-503-2,CUST-100503,2024-08-26,82.52,1,0,Paid Social
TXN-503-3,CUST-100503,2025-02-23,69.84,0,0,Paid Social
TXN-503-4,CUST-100503,2024-12-01,92.16,0,1,Paid Social
TXN-503-5,CUST-100503,2025-01-24,47.62,0,0,Paid Social
TXN-503-6,CUST-100503,2025-03-23,66.1,0,0,Paid Social
TXN-504-1,CUST-100504,2024-05-18,46.39,1,1,Organic Search
TXN-505-1,CUST-100505,2025-01-26,86.83,1,0,Referral
TXN-505-2,CUST-100505,2024-06-23,60.68,0,0,Referral
TXN-505-3,CUST-100505,2024-08-30,61.66,0,1,Referral
TXN-505-4,CUST-100505,2024-09-25,79.16,0,0,Referral
TXN-505-5,CUST-100505,2024-10-15,63.22,0,1,Referral
TXN-505-6,CUST-100505,2025-03-11,75.96,1,0,Referral
TXN-505-7,CUST-100505,2024-12-04,79.88,0,0,Referral
TXN-505-8,CUST-100505,2024-10-05,81.74,0,1,Referral
TXN-506-1,CUST-100506,2024-07-12,50.68,0,0,Paid Social
TXN-506-2,CUST-100506,2024-04-17,39.36,1,1,Paid Social
TXN-506-3,CUST-100506,2024-04-28,51.92,0,0,Paid Social
TXN-506-4,CUST-100506,2024-02-21,23.67,0,1,Paid Social
TXN-506-5,CUST-100506,2024-03-13,47.84,0,0,Paid Social
TXN-506-6,CUST-100506,2024-04-24,49.99,1,1,Paid Social
TXN-507-1,CUST-100507,2025-05-03,66.29,0,0,Referral
TXN-507-2,CUST-100507,2024-09-22,72.69,1,0,Referral
TXN-507-3,CUST-100507,2024-08-14,71.3,1,1,Referral
TXN-507-4,CUST-100507,2025-05-01,60.52,1,0,Referral
TXN-507-5,CUST-100507,2025-09-29,58.51,1,0,Referral
TXN-507-6,CUST-100507,2024-12-17,37.11,1,0,Referral
TXN-508-1,CUST-100508,2024-12-23,93.47,1,0,Referral
TXN-508-2,CUST-100508,2024-10-14,31.35,0,0,Referral
TXN-508-3,CUST-100508,2024-11-06,86.11,0,0,Referral
TXN-509-1,CUST-100509,2026-06-27,34.79,0,1,Email
TXN-509-2,CUST-100509,2026-08-09,24.69,0,1,Email
TXN-509-3,CUST-100509,2026-09-28,14.23,0,1,Email
TXN-509-4,CUST-100509,2025-03-30,29.73,1,0,Email
